,precision,recall,f1-score,support
Men,0.8115147361206305,0.9502407704654896,0.8754158964879851,2492.0
Women,0.8927835051546392,0.8162111215834119,0.8527818808468735,2122.0
Boys,0.0,0.0,0.0,85.0
Girls,0.25,0.03076923076923077,0.05479452054794521,65.0
Unisex,0.6390977443609023,0.3601694915254237,0.46070460704607047,236.0
accuracy,0.8374,0.8374,0.8374,0.8374
macro avg,0.5186791971272344,0.4314781228687112,0.4487393809857748,5000.0
weighted avg,0.8167716776039857,0.8374,0.8206854992607227,5000.0
